,"Australian Bureau of Statistics Statistics New Zealand",,
660503,"Energy Storage and Distribution","859806p","Management of Water Consumption by Energy Activities"
660503,"Energy Storage and Distribution","859899p","Environmentally Sustainable Energy Activities not elsewhere classified"
660504,"Conservation and Efficiency","859801p","Management of Gaseous Waste from Energy Activities (excl. Greenhouse Gases)"
660504,"Conservation and Efficiency","859803p","Management of Greenhouse Gas Emissions from Energy Activities (excl. Electricity Generation)"
660504,"Conservation and Efficiency","859804p","Management of Liquid Waste from Energy Activities (excl. Water)"
660504,"Conservation and Efficiency","859805p","Management of Solid Waste from Energy Activities"
660504,"Conservation and Efficiency","859806p","Management of Water Consumption by Energy Activities"
660504,"Conservation and Efficiency","859899p","Environmentally Sustainable Energy Activities not elsewhere classified"
669999,"Other","859999p","Energy not elsewhere classified"
670101,"Carcass Meat","860103","Carcass Meat (incl. Fish and Seafood)"
670102,"Meat Products","860109","Processed Meat Products"
670103,"Fish Products","860107","Processed Fish and Seafood Products"
670104,"Fruit and Vegetable Products (incl. Fruit Juices)","860108","Processed Fruit and Vegetable Products (incl. Fruit Juices)"
670105,"Dairy Products","860201","Butter and Milk-Derived Fats and Oils (excl. Cream)"
670105,"Dairy Products","860202","Casein"
670105,"Dairy Products","860203","Cheese"
670105,"Dairy Products","860204","Processed Milk and Cream (incl. Powder, Evaporated and Condensed)"
670105,"Dairy Products","860205","Whey"
670105,"Dairy Products","860299","Dairy Products not elsewhere classified"
670106,"Oils and Fats (incl. Margarines)","860106","Oils and Fats (incl. Margarines)"
670107,"Grain Mill Products, Starch and Starch Products (incl. Sugar, Bakery Products)","860101","Bakery Products"
670107,"Grain Mill Products, Starch and Starch Products (incl. Sugar, Bakery Products)","860104","Flour Mill and Cereal Food"
670107,"Grain Mill Products, Starch and Starch Products (incl. Sugar, Bakery Products)","860111","Sugar and Confectionery Products"
670108,"Beverages (e.g. Alcohol, Wines, Soft Drinks, excl. Fruit Juices)","860102","Beverages (excl. Fruit Juices)"
670199,"Processed Food Products and Beverages not elsewhere classified","860105","Nutraceuticals and Functional foods"
670199,"Processed Food Products and Beverages not elsewhere classified","860110","Soy Products"
670199,"Processed Food Products and Beverages not elsewhere classified","860199","Processed Food Products and Beverages (excl. Dairy Products) not elsewhere classified"
670201,"Cotton Ginning","860402","Cotton Ginning"
670202,"Wool Scouring and Top Making","860407","Wool Scouring and Top Making"
670203,"Natural Fibres, Yarns and Fabrics","860403","Natural Fibres, Yarns and Fabrics"
670204,"Synthetic Fibres, Yarns and Fabrics","860406","Synthetic Fibres, Yarns and Fabrics"
670205,"Other Fibre Processing and Textiles","860404","Non-Fabric Textiles (e.g. Felt)"
670205,"Other Fibre Processing and Textiles","860499p","Leather Products, Fibre Processing and Textiles not elsewhere classified"
670206,"Processed Skins, Leather and Leather Products not elsewhere classified","860405","Processed Skins, Leather and Leather Products"
670207,"Clothing","860401","Clothing"
670208,"Footwear","860499p","Leather Products, Fibre Processing and Textiles not elsewhere classified"
670299,"Other","860499p","Leather Products, Fibre Processing and Textiles not elsewhere classified"
670301,"Hardwood Sawing and Veneer","860505p","Wood Sawing and Veneer"
670302,"Softwood Sawing and Veneer","860505p","Wood Sawing and Veneer"
670303,"Pulp and Paper","860503","Pulp and Paper"
670304,"Reconstituted Timber Products (e.g. Chipboard, Particleboard)","860504","Reconstituted Timber Products (e.g. Chipboard, Particleboard)"
670305,"Woodchips","860599p","Wood, Wood Products and Paper not elsewhere classified"
670306,"Wood Products not elsewhere classified","860599p","Wood, Wood Products and Paper not elsewhere classified"
670307,"Paper Products","860501p","Paper Products (incl. Coated Paper)"
670308,"Printing and Publishing Processes","860502","Printing and Publishing Processes"
670399,"Other","860501p","Paper Products (incl. Coated Paper)"
670399,"Other","860599p","Wood, Wood Products and Paper not elsewhere classified"
670401,"Prevention - Biologicals (e.g. Vaccines)","860801","Human Biological Preventatives (e.g. Vaccines)"
670402,"Diagnostics","860802","Human Diagnostics"
670403,"Treatments (e.g. Chemicals, Antibiotics)","860803","Human Pharmaceutical Treatments (e.g. Antibiotics)"
670499,"Other","860899","Human Pharmaceutical Products not elsewhere classified"
670501,"Prevention - Biologicals (e.g. Vaccines)","860901","Veterinary Biological Preventatives (e.g. Vaccines)"
670502,"Diagnostics","860902","Veterinary Diagnostics"
670503,"Treatments (e.g. Chemicals, Antibiotics)","860903","Veterinary Pharmaceutical Treatments (e.g. Antibiotics)"
670599,"Other (incl. Production Enhancement)","860999","Veterinary Pharmaceutical Products not elsewhere classified"
670601,"Chemical Fertilisers","860702","Chemical Fertilisers"
670602,"Crop and Animal Protection Chemicals","860701","Animal Protection Chemicals"
670602,"Crop and Animal Protection Chemicals","860703","Crop Protection Chemicals"
670699,"Agricultural Chemicals not elsewhere classified","860799","Agricultural Chemicals not elsewhere classified"
670701,"Industrial Gases","860601","Industrial Gases"
670702,"Synthetic Resins and Rubber","860608p","Rubber and Synthetic Resins"
670703,"Rubber Products","860608p","Rubber and Synthetic Resins"
670704,"Plastics in Primary Forms","860606","Plastics in Primary Forms"
670705,"Plastic Products (incl. Construction Materials)","860607","Plastic Products (incl. Construction Materials)"
670706,"Organic Industrial Chemicals not elsewhere classified","860604","Organic Industrial Chemicals (excl. Resins, Rubber and Plastics)"
670707,"Inorganic Industrial Chemicals","860602","Inorganic Industrial Chemicals"
670708,"Paints","860605","Paints"
670709,"Soaps and Cosmetics","860609","Soaps and Cosmetics"
670710,"Bituminous Products","860699p","Industrial Chemicals and Related Products not elsewhere classified"
670711,"Lubricants","860603","Lubricants"
670799,"Other","860699p","Industrial Chemicals and Related Products not elsewhere classified"
670801,"Iron and Steel (e.g. Ingots, Bars, Rods, Shapes and Sections)","861103","Basic Iron and Steel Products"
670802,"Aluminium","861101","Basic Aluminium Products"
670803,"Precious Metals (e.g. Refined Bullion, Wire and Strip)","861104","Basic Precious Metal Products"
670899,"Other Non-Ferrous Metals (e.g. Copper, Zinc)","861102","Basic Copper Products"
670899,"Other Non-Ferrous Metals (e.g. Copper, Zinc)","861105","Basic Zinc Products"
670899,"Other Non-Ferrous Metals (e.g. Copper, Zinc)","861199","Basic Metal Products (incl. Smelting, Rolling, Drawing and Extruding) not elsewhere classified"
670901,"Ceramics","861002","Ceramics"
670902,"Structural Glass and Glass Products","861005","Structural Glass and Glass Products"
670903,"Clay Products","861003","Clay Products"
670904,"Cement and Concrete Materials","861001","Cement Products and Concrete Materials"
670999,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","861004","Plaster and Plaster Products"
670999,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","861099","Ceramics, Glass and Industrial Mineral Products not elsewhere classified"
671001,"Structural Metal Products","861206","Structural Metal Products"
671002,"Sheet Metal Products","861205","Sheet Metal Products"
671003,"Semi-Finished Metal Products","861204","Semi-Finished Metal Products"
671004,"Castings","861203","Metal Castings"
671005,"Machined Products","861202","Machined Metal Products"
671099,"Fabricated Metal Products not elsewhere classified","861201","Coated Metal and Metal-Coated Products"
671099,"Fabricated Metal Products not elsewhere classified","861299","Fabricated Metal Products not elsewhere classified"
671101,"Automotive Equipment","861302","Automotive Equipment"
671102,"Rail Equipment","861304","Rail Equipment"
671103,"Nautical Equipment","861303","Nautical Equipment (excl. Yachts)"
671103,"Nautical Equipment","861305","Yachts"
671104,"Aerospace Equipment","861301","Aerospace Equipment"
671199,"Transport Equipment not elsewhere classified","861399","Transport Equipment not elsewhere classified"
671201,"Integrated Circuits and Devices","861603","Integrated Circuits and Devices"
671202,"Modules - Special and Attached Processors","861605p","Processor Modules"
671203,"Modules - Other Processes","861605p","Processor Modules"
671204,"Electronic Office Equipment","861601p","Computer and Electronic Office Equipment"
671205,"Computer Equipment","861601p","Computer and Electronic Office Equipment"
671206,"Integrated Systems","861604","Integrated Systems"
671299,"Computer Hardware and Electronic Equipment not elsewhere classified","861602","Consumer Electronic Equipment (excl. Communication Equipment)"
671299,"Computer Hardware and Electronic Equipment not elsewhere classified","861606","Satellite Navigation Equipment"
671299,"Computer Hardware and Electronic Equipment not elsewhere classified","861699","Computer Hardware and Electronic Equipment not elsewhere classified"
671301,"Broadcasting Equipment","861799p","Communication Equipment not elsewhere classified"
671302,"Postal Equipment","861799p","Communication Equipment not elsewhere classified"
671303,"Voice Equipment","861703p","Voice and Data Equipment"
671304,"Data, Image and Text Equipment","861703p","Voice and Data Equipment"
671305,"Network Transmission Equipment","861701p","Network Infrastructure Equipment"
671306,"Network Switching Equipment","861701p","Network Infrastructure Equipment"
671399,"Communication Equipment not elsewhere classified","861702","Telemetry Equipment"
671399,"Communication Equipment not elsewhere classified","861799p","Communication Equipment not elsewhere classified"
671401,"Scientific Instrumentation","861503","Scientific Instruments"
671402,"Medical Instrumentation","861502","Medical Instruments"
671403,"Industrial Instrumentation","861501","Industrial Instruments"
671404,"Photographic Equipment","861599p","Instrumentation not elsewhere classified"
671499,"Instrumentation not elsewhere classified","861599p","Instrumentation not elsewhere classified"
671501,"Agricultural Machinery and Equipment","861401","Agricultural Machinery and Equipment"
671502,"Mining Machinery and Equipment","861404","Mining Machinery and Equipment"
671503,"Appliances and Electrical Machinery and Equipment","861402","Appliances and Electrical Machinery and Equipment"
671504,"Industrial Machinery and Equipment","861403","Industrial Machinery and Equipment"
671505,"Construction Machinery and Equipment","861499p","Machinery and Equipment not elsewhere classified"
671599,"Machinery and Equipment not elsewhere classified","861499p","Machinery and Equipment not elsewhere classified"
671601,"Tobacco Products","860399p","Processed Non-Food Agricultural Products (excl. Wood, Paper and Fibre) not elsewhere classified"
671602,"Furniture","869901","Furniture"
671603,"Prefabricated Buildings","869999p","Manufacturing not elsewhere classified"
671699,"Manufactured Products not elsewhere classified","860301","Essential Oils (e.g. Tea Tree, Eucalyptus, Lavender, Peppermint, Boronia, Sandalwood)"
671699,"Manufactured Products not elsewhere classified","860302","Organic Fertilisers"
671699,"Manufactured Products not elsewhere classified","860303","Plant Extracts (e.g. Pyrethrum, Alkaloids, Jojoba Oil)"
671699,"Manufactured Products not elsewhere classified","860304","Prepared Animal Feed"
671699,"Manufactured Products not elsewhere classified","860399p","Processed Non-Food Agricultural Products (excl. Wood, Paper and Fibre) not elsewhere classified"
671699,"Manufactured Products not elsewhere classified","869999p","Manufacturing not elsewhere classified"
671701,"Processed Food Products and Beverages","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671701,"Processed Food Products and Beverages","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671701,"Processed Food Products and Beverages","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671701,"Processed Food Products and Beverages","869804p","Management of Solid Waste from Manufacturing Activities"
671701,"Processed Food Products and Beverages","869805p","Management of Water Consumption by Manufacturing Activities"
671701,"Processed Food Products and Beverages","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869804p","Management of Solid Waste from Manufacturing Activities"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869805p","Management of Water Consumption by Manufacturing Activities"
671702,"Fibre Processing and Textiles; Footwear and Leather Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671703,"Wood, Wood Products and Paper","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671703,"Wood, Wood Products and Paper","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671703,"Wood, Wood Products and Paper","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671703,"Wood, Wood Products and Paper","869804p","Management of Solid Waste from Manufacturing Activities"
671703,"Wood, Wood Products and Paper","869805p","Management of Water Consumption by Manufacturing Activities"
671703,"Wood, Wood Products and Paper","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671704,"Human Pharmaceutical Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671704,"Human Pharmaceutical Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671704,"Human Pharmaceutical Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671704,"Human Pharmaceutical Products","869804p","Management of Solid Waste from Manufacturing Activities"
671704,"Human Pharmaceutical Products","869805p","Management of Water Consumption by Manufacturing Activities"
671704,"Human Pharmaceutical Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671705,"Veterinary Pharmaceutical Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671705,"Veterinary Pharmaceutical Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671705,"Veterinary Pharmaceutical Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671705,"Veterinary Pharmaceutical Products","869804p","Management of Solid Waste from Manufacturing Activities"
671705,"Veterinary Pharmaceutical Products","869805p","Management of Water Consumption by Manufacturing Activities"
671705,"Veterinary Pharmaceutical Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671706,"Agricultural Chemicals","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671706,"Agricultural Chemicals","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671706,"Agricultural Chemicals","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671706,"Agricultural Chemicals","869804p","Management of Solid Waste from Manufacturing Activities"
671706,"Agricultural Chemicals","869805p","Management of Water Consumption by Manufacturing Activities"
671706,"Agricultural Chemicals","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671707,"Industrial Chemicals and Related Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671707,"Industrial Chemicals and Related Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671707,"Industrial Chemicals and Related Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671707,"Industrial Chemicals and Related Products","869804p","Management of Solid Waste from Manufacturing Activities"
671707,"Industrial Chemicals and Related Products","869805p","Management of Water Consumption by Manufacturing Activities"
671707,"Industrial Chemicals and Related Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671708,"Basic Metal Products (incl. Smelting)","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671708,"Basic Metal Products (incl. Smelting)","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671708,"Basic Metal Products (incl. Smelting)","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671708,"Basic Metal Products (incl. Smelting)","869804p","Management of Solid Waste from Manufacturing Activities"
671708,"Basic Metal Products (incl. Smelting)","869805p","Management of Water Consumption by Manufacturing Activities"
671708,"Basic Metal Products (incl. Smelting)","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869804p","Management of Solid Waste from Manufacturing Activities"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869805p","Management of Water Consumption by Manufacturing Activities"
671709,"Ceramics, Glass and Industrial Mineral Products not elsewhere classified","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671710,"Fabricated Metal Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671710,"Fabricated Metal Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671710,"Fabricated Metal Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671710,"Fabricated Metal Products","869804p","Management of Solid Waste from Manufacturing Activities"
671710,"Fabricated Metal Products","869805p","Management of Water Consumption by Manufacturing Activities"
671710,"Fabricated Metal Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671711,"Transport Equipment","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671711,"Transport Equipment","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671711,"Transport Equipment","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671711,"Transport Equipment","869804p","Management of Solid Waste from Manufacturing Activities"
671711,"Transport Equipment","869805p","Management of Water Consumption by Manufacturing Activities"
671711,"Transport Equipment","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671712,"Computer Hardware and Electronic Equipment","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671712,"Computer Hardware and Electronic Equipment","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671712,"Computer Hardware and Electronic Equipment","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671712,"Computer Hardware and Electronic Equipment","869804p","Management of Solid Waste from Manufacturing Activities"
671712,"Computer Hardware and Electronic Equipment","869805p","Management of Water Consumption by Manufacturing Activities"
671712,"Computer Hardware and Electronic Equipment","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671713,"Communication Equipment","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671713,"Communication Equipment","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671713,"Communication Equipment","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671713,"Communication Equipment","869804p","Management of Solid Waste from Manufacturing Activities"
671713,"Communication Equipment","869805p","Management of Water Consumption by Manufacturing Activities"
671713,"Communication Equipment","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671714,"Instrumentation","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671714,"Instrumentation","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671714,"Instrumentation","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671714,"Instrumentation","869804p","Management of Solid Waste from Manufacturing Activities"
671714,"Instrumentation","869805p","Management of Water Consumption by Manufacturing Activities"
671714,"Instrumentation","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671715,"Machinery and Equipment","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671715,"Machinery and Equipment","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671715,"Machinery and Equipment","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671715,"Machinery and Equipment","869804p","Management of Solid Waste from Manufacturing Activities"
671715,"Machinery and Equipment","869805p","Management of Water Consumption by Manufacturing Activities"
671715,"Machinery and Equipment","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
671716,"Other Manufactured Products","869801p","Management of Gaseous Waste from Manufacturing Activities (excl. Greenhouse Gases)"
671716,"Other Manufactured Products","869802p","Management of Greenhouse Gas Emissions from Manufacturing Activities"
671716,"Other Manufactured Products","869803p","Management of Liquid Waste from Manufacturing Activities (excl. Water)"
671716,"Other Manufactured Products","869804p","Management of Solid Waste from Manufacturing Activities"
671716,"Other Manufactured Products","869805p","Management of Water Consumption by Manufacturing Activities"
671716,"Other Manufactured Products","869899p","Environmentally Sustainable Manufacturing not elsewhere classified"
680101,"Housing","870104","Residential Construction Planning"
680102,"Commercial","870102","Commercial Construction Planning"
680103,"Civil","870101","Civil Construction Planning"
680104,"Industrial","870199p","Construction Planning not elsewhere classified"
680199,"Other","870103p","Regional Planning"
680199,"Other","870105p","Urban Planning"
680199,"Other","870199p","Construction Planning not elsewhere classified"
680199,"Other","879999p","Construction not elsewhere classified"
680201,"Housing","870204","Residential Construction Design"
680202,"Commercial","870202","Commercial Construction Design"
680203,"Civil","870201","Civil Construction Design"
680204,"Industrial","870203","Industrial Construction Design"
680299,"Other","870299","Construction Design not elsewhere classified"
680299,"Other","879999p","Construction not elsewhere classified"
680301,"Stone, Ceramics and Clay Materials","870304","Stone, Ceramics and Clay Materials"
680302,"Cement and Concrete Materials","870301","Cement and Concrete Materials"
680303,"Polymeric Materials (e.g. Paints)","870303","Polymeric Materials (e.g. Paints)"
680304,"Timber Materials","870305","Timber Materials"
680305,"Metals (Composites, Coatings, Bonding, etc.)","870302","Metals (e.g. Composites, Coatings, Bonding)"
680399,"Other","870399","Construction Materials Performance and Processes not elsewhere classified"
680399,"Other","879999p","Construction not elsewhere classified"
680401,"Housing","870404","Residential Construction Processes"
680402,"Commercial","870402","Commercial Construction Processes"
680403,"Civil","870401","Civil Construction Processes"
680404,"Industrial","870403","Industrial Construction Processes"
680499,"Other","870499","Construction Processes not elsewhere classified"
680499,"Other","879999p","Construction not elsewhere classified"
680501,"Housing","870503","Residential Building Management and Services"
680502,"Commercial","870502","Commercial Building Management and Services"
680503,"Civil","870501","Civil Building Management and Services"
680504,"Industrial","870599p","Building Management and Services not elsewhere classified"
680599,"Other","870599p","Building Management and Services not elsewhere classified"
680599,"Other","879999p","Construction not elsewhere classified"
680601,"Planning","879801p","Management of Gaseous Waste from Construction Activities (excl. Greenhouse Gases)"
680601,"Planning","879802p","Management of Greenhouse Gas Emissions from Construction Activities"
680601,"Planning","879803p","Management of Liquid Waste from Construction Activities (excl. Water)"
680601,"Planning","879804p","Management of Solid Waste from Construction Activities"
680601,"Planning","879805p","Management of Water Consumption by Construction Activities"
680601,"Planning","879899p","Environmentally Sustainable Construction not elsewhere classified"
680602,"Design","879801p","Management of Gaseous Waste from Construction Activities (excl. Greenhouse Gases)"
680602,"Design","879802p","Management of Greenhouse Gas Emissions from Construction Activities"
680602,"Design","879803p","Management of Liquid Waste from Construction Activities (excl. Water)"
680602,"Design","879804p","Management of Solid Waste from Construction Activities"
680602,"Design","879805p","Management of Water Consumption by Construction Activities"
680602,"Design","879899p","Environmentally Sustainable Construction not elsewhere classified"
680603,"Materials Performance and Processes","879801p","Management of Gaseous Waste from Construction Activities (excl. Greenhouse Gases)"
680603,"Materials Performance and Processes","879802p","Management of Greenhouse Gas Emissions from Construction Activities"
680603,"Materials Performance and Processes","879803p","Management of Liquid Waste from Construction Activities (excl. Water)"
680603,"Materials Performance and Processes","879804p","Management of Solid Waste from Construction Activities"
680603,"Materials Performance and Processes","879805p","Management of Water Consumption by Construction Activities"
680603,"Materials Performance and Processes","879899p","Environmentally Sustainable Construction not elsewhere classified"
680604,"Construction Processes","879801p","Management of Gaseous Waste from Construction Activities (excl. Greenhouse Gases)"
680604,"Construction Processes","879802p","Management of Greenhouse Gas Emissions from Construction Activities"
680604,"Construction Processes","879803p","Management of Liquid Waste from Construction Activities (excl. Water)"
680604,"Construction Processes","879804p","Management of Solid Waste from Construction Activities"
680604,"Construction Processes","879805p","Management of Water Consumption by Construction Activities"
680604,"Construction Processes","879899p","Environmentally Sustainable Construction not elsewhere classified"
680605,"Building Management and Services","879801p","Management of Gaseous Waste from Construction Activities (excl. Greenhouse Gases)"
680605,"Building Management and Services","879802p","Management of Greenhouse Gas Emissions from Construction Activities"
680605,"Building Management and Services","879803p","Management of Liquid Waste from Construction Activities (excl. Water)"
680605,"Building Management and Services","879804p","Management of Solid Waste from Construction Activities"
680605,"Building Management and Services","879805p","Management of Water Consumption by Construction Activities"
680605,"Building Management and Services","879899p","Environmentally Sustainable Construction not elsewhere classified"
690101,"Road Safety","880109","Road Safety"
690102,"Other Road Transport","880105","Road Freight"
690102,"Other Road Transport","880106p","Road Infrastructure and Networks"
690102,"Other Road Transport","880107","Road Passenger Movements (excl. Public Transport)"
690102,"Other Road Transport","880108","Road Public Transport"
690103,"Rail Transport","880101","Rail Freight"
690103,"Rail Transport","880102p","Rail Infrastructure and Networks"
690103,"Rail Transport","880103","Rail Passenger Movements"
690103,"Rail Transport","880104p","Rail Safety"
690199,"Ground Transport not elsewhere classified","880102p","Rail Infrastructure and Networks"
690199,"Ground Transport not elsewhere classified","880104p","Rail Safety"
690199,"Ground Transport not elsewhere classified","880106p","Road Infrastructure and Networks"
690199,"Ground Transport not elsewhere classified","880199","Ground Transport not elsewhere classified"
690201,"International Sea Transport","880202","International Sea Freight Transport (excl. Live Animal Transport)"
690201,"International Sea Transport","880203","International Sea Transport of Live Animals"
690201,"International Sea Transport","880204p","Passenger Water Transport"
690201,"International Sea Transport","880206p","Water Safety"
690202,"Coastal Water Transport","880201","Coastal Sea Freight Transport"
690202,"Coastal Water Transport","880204p","Passenger Water Transport"
690202,"Coastal Water Transport","880206p","Water Safety"
690203,"Inland Water Transport","880204p","Passenger Water Transport"
690203,"Inland Water Transport","880206p","Water Safety"
690301,"Air Transport","880301","Air Freight"
690301,"Air Transport","880302","Air Passenger Transport"
690301,"Air Transport","880303p","Air Safety"
690302,"Space Transport","880305","Space Transport"
690401,"Multimodal Transport","889902","Multimodal Transport"
690402,"Intermodal Materials Handling","889901","Intermodal Materials Handling"
690499,"Transport not elsewhere classified","880205","Port Infrastructure and Management"
690499,"Transport not elsewhere classified","880206p","Water Safety"
690499,"Transport not elsewhere classified","880299","Water Transport not elsewhere classified"
690499,"Transport not elsewhere classified","880303p","Air Safety"
690499,"Transport not elsewhere classified","880304","Air Terminal Infrastructure and Management"
690499,"Transport not elsewhere classified","880399","Aerospace Transport not elsewhere classified"
690499,"Transport not elsewhere classified","889903","Pipeline Transport"
690499,"Transport not elsewhere classified","889904p","Postal and Package Services (incl. Courier Services)"
690499,"Transport not elsewhere classified","889999","Transport not elsewhere classified"
690501,"Ground Transport","889801p","Management of Gaseous Waste from Transport Activities (excl. Greenhouse Gases)"
690501,"Ground Transport","889802p","Management of Greenhouse Gas Emissions from Transport Activities"
690501,"Ground Transport","889803p","Management of Liquid Waste from Transport Activities (excl. Water)"
690501,"Ground Transport","889804p","Management of Noise and Vibration from Transport Activities"
690501,"Ground Transport","889805p","Management of Solid Waste from Transport Activities"
690501,"Ground Transport","889806p","Management of Water Consumption by Transport Activities"
690501,"Ground Transport","889899p","Environmentally Sustainable Transport not elsewhere classified"
690502,"Water Transport","889801p","Management of Gaseous Waste from Transport Activities (excl. Greenhouse Gases)"
690502,"Water Transport","889802p","Management of Greenhouse Gas Emissions from Transport Activities"
690502,"Water Transport","889803p","Management of Liquid Waste from Transport Activities (excl. Water)"
690502,"Water Transport","889804p","Management of Noise and Vibration from Transport Activities"
690502,"Water Transport","889805p","Management of Solid Waste from Transport Activities"
690502,"Water Transport","889806p","Management of Water Consumption by Transport Activities"
690502,"Water Transport","889899p","Environmentally Sustainable Transport not elsewhere classified"
690503,"Air Transport","889801p","Management of Gaseous Waste from Transport Activities (excl. Greenhouse Gases)"
690503,"Air Transport","889802p","Management of Greenhouse Gas Emissions from Transport Activities"
690503,"Air Transport","889803p","Management of Liquid Waste from Transport Activities (excl. Water)"
690503,"Air Transport","889804p","Management of Noise and Vibration from Transport Activities"
690503,"Air Transport","889805p","Management of Solid Waste from Transport Activities"
690503,"Air Transport","889806p","Management of Water Consumption by Transport Activities"
690503,"Air Transport","889899p","Environmentally Sustainable Transport not elsewhere classified"
690504,"Other Transport","889801p","Management of Gaseous Waste from Transport Activities (excl. Greenhouse Gases)"
690504,"Other Transport","889802p","Management of Greenhouse Gas Emissions from Transport Activities"
690504,"Other Transport","889803p","Management of Liquid Waste from Transport Activities (excl. Water)"
690504,"Other Transport","889804p","Management of Noise and Vibration from Transport Activities"
690504,"Other Transport","889805p","Management of Solid Waste from Transport Activities"
690504,"Other Transport","889806p","Management of Water Consumption by Transport Activities"
