,"Australian Bureau of Statistics Statistics New Zealand",,
300499,"Animal Production not elsewhere classified ","100108p","Livestock cloning"
300501,"Veterinary Medicine","070706","Veterinary Medicine"
300502,"Anaesthesiology and Intensive Care","070701","Veterinary Anaesthesiology and Intensive Care"
300503,"Epidemiology ","070704","Veterinary Epidemiology"
300504,"Immunology ","070705","Veterinary Immunology"
300505,"Anatomy and Physiology ","070702","Veterinary Anatomy and Physiology "
300506,"Pathology","070709","Veterinary Pathology"
300507,"Microbiology (excl. Virology)","070707","Veterinary Microbiology (excl. Virology)"
300508,"Parasitology ","070708","Veterinary Parasitology"
300509,"Radiology and Imaging","070799p","Veterinary Sciences not elsewhere classified"
300510,"Virology ","070712","Veterinary Virology"
300511,"Surgery","070711","Veterinary Surgery"
300512,"Pharmacology ","070710","Veterinary Pharmacology"
300599,"Veterinary Sciences not elsewhere classified ","070703","Veterinary Diagnosis and Diagnostics"
300599,"Veterinary Sciences not elsewhere classified ","070799p","Veterinary Sciences not elsewhere classified"
300601,"Nutrition and Physiology ","070508","Tree Nutrition and Physiology"
300602,"Tree Improvement (Selection, Breeding and Genetic Engineering) ","070507","Tree Improvement (Selection and Breeding) "
300602,"Tree Improvement (Selection, Breeding and Genetic Engineering) ","100107p","Genetically Modified Trees"
300603,"Pests, Health and Diseases ","070505","Forestry Pests, Health and Diseases"
300604,"Management and Environment ","070504","Forestry Management and Environment"
300605,"Fire Management","070503","Forestry Fire Management"
300606,"Agroforestry ","070501","Agroforestry "
300699,"Forestry Sciences not elsewhere classified ","070502","Forestry Biomass and Bioproducts"
300699,"Forestry Sciences not elsewhere classified ","070506","Forestry Product Quality Assessment"
300699,"Forestry Sciences not elsewhere classified ","070509","Wood Fibre Processing"
300699,"Forestry Sciences not elsewhere classified ","070510","Wood Processing"
300699,"Forestry Sciences not elsewhere classified ","070599","Forestry Sciences not elsewhere classified"
300701,"Physiology and Genetics","070405","Fish Physiology and Genetics"
300702,"Pests and Diseases ","070404","Fish Pests and Diseases"
300703,"Aquaculture","070401","Aquaculture"
300704,"Ecosystem Studies and Stock Assessment ","070402","Aquatic Ecosystem Studies and Stock Assessment"
300705,"Evaluation of Management Strategies","070403p","Fisheries Management"
300799,"Fisheries Sciences not elsewhere classified","070403p","Fisheries Management"
300799,"Fisheries Sciences not elsewhere classified","070406","Post-Harvest Fisheries Technologies (incl. Transportation)"
300799,"Fisheries Sciences not elsewhere classified","070499","Fisheries Sciences not elsewhere classified"
300801,"Environmental Management and Rehabilitation","050205p","Environmental Management"
300801,"Environmental Management and Rehabilitation","050207","Environmental Rehabilitation (excl. Bioremediation)"
300802,"Wildlife and Habitat Management","050211","Wildlife and Habitat Management"
300803,"Natural Resource Management","050209","Natural Resource Management"
300804,"Environmental Impact Assessment","050204","Environmental Impact Assessment"
300805,"Conservation","050202p","Conservation and Biodiversity "
300899,"Environmental Sciences not elsewhere classified","050201","Aboriginal and Torres Strait Islander Environmental Knowledge"
300899,"Environmental Sciences not elsewhere classified","050206","Environmental Monitoring"
300899,"Environmental Sciences not elsewhere classified","050208","Māori Environmental Knowledge"
300899,"Environmental Sciences not elsewhere classified","050210","Pacific Peoples Environmental Knowledge"
300899,"Environmental Sciences not elsewhere classified","050299","Environmental Science and Management not elsewhere classified"
300899,"Environmental Sciences not elsewhere classified","059999p","Environmental Sciences not elsewhere classified"
300901,"Farm Management, Rural Management and Agribusiness ","070106","Farm Management, Rural Management and Agribusiness"
300902,"Land and Parks Management","050205p","Environmental Management"
300902,"Land and Parks Management","070101","Agricultural Land Management"
300903,"Sustainable Development","070108","Sustainable Agricultural Development"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070102","Agricultural Land Planning"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070103","Agricultural Production Systems Simulation"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070104","Agricultural Spatial Analysis and Modelling"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070105","Agricultural Systems Analysis and Modelling"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070107","Farming Systems Research"
300999,"Land, Parks and Agriculture Management not elsewhere classified","070199","Agriculture, Land and Farm Management not elsewhere classified"
309901,"Fertilisers and Agrochemicals (Application etc.) ","079902","Fertilisers and Agrochemicals (incl. Application) "
309902,"Education and Extension","050203","Environmental Education and Extension"
309999,"Agricultural, Veterinary and Environmental Sciences not elsewhere classified","059999p","Environmental Sciences not elsewhere classified"
309999,"Agricultural, Veterinary and Environmental Sciences not elsewhere classified","079999","Agricultural and Veterinary Sciences not elsewhere classified"
310101,"Architecture ","120101","Architectural Design"
310101,"Architecture ","120104p","Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"
310101,"Architecture ","120105p","Architecture Management"
310101,"Architecture ","120199p","Architecture not elsewhere classified"
310102,"Heritage and Conservation","120102","Architectural Heritage and Conservation"
310103,"Urban and Regional Planning","120501","Community Planning"
310103,"Urban and Regional Planning","120503","Housing Markets, Development, Management"
310103,"Urban and Regional Planning","120504","Land Use and Environmental Planning"
310103,"Urban and Regional Planning","120505","Regional Analysis and Development"
310103,"Urban and Regional Planning","120506","Transport Planning"
310103,"Urban and Regional Planning","120507","Urban Analysis and Development"
310103,"Urban and Regional Planning","120508","Urban Design"
310103,"Urban and Regional Planning","120599p","Urban and Regional Planning not elsewhere classified"
310104,"Landscape Planning ","120107","Landscape Architecture"
310105,"History of the Built Environment ","120103p","Architectural History and Theory"
310105,"History of the Built Environment ","120502p","History and Theory of the Built Environment (excl. Architecture)"
310106,"Interior and Environmental Design","120106","Interior Design"
310199,"Architecture and Urban Environment not elsewhere classified","120103p","Architectural History and Theory"
310199,"Architecture and Urban Environment not elsewhere classified","120104p","Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)"
310199,"Architecture and Urban Environment not elsewhere classified","120105p","Architecture Management"
310199,"Architecture and Urban Environment not elsewhere classified","120199p","Architecture not elsewhere classified"
310199,"Architecture and Urban Environment not elsewhere classified","120502p","History and Theory of the Built Environment (excl. Architecture)"
310199,"Architecture and Urban Environment not elsewhere classified","120599p","Urban and Regional Planning not elsewhere classified"
310201,"Building Science and Techniques","120202","Building Science and Techniques"
310202,"Building Construction Management ","120201","Building Construction Management and Project Planning"
310203,"Building Construction Economics (incl. Quantity Surveying)","120203","Quantity Surveying"
310203,"Building Construction Economics (incl. Quantity Surveying)","120299p","Building not elsewhere classified"
310299,"Building not elsewhere classified","120299p","Building not elsewhere classified"
319999,"Other Architecture, Urban Environment and Building","129999p","Built Environment and Design not elsewhere classified"
320201,"Allergy","110701","Allergy"
320202,"Cellular Immunology","110704","Cellular Immunology"
320203,"Humoral Immunology and Immunochemistry","110705","Humoural Immunology and Immunochemistry"
320204,"Immunogenetics ","110706","Immunogenetics (incl. Genetic Immunology)"
320205,"Transplantation Immunology ","110708","Transplantation Immunology "
320206,"Tumor Immunology ","110709","Tumour Immunology "
320207,"Autoimmunity ","110703","Autoimmunity "
320299,"Immunology not elsewhere classified","110702","Applied Immunology (incl. Antibody Engineering, Xenotransplantation and T-cell Therapies)"
320299,"Immunology not elsewhere classified","110707","Innate Immunity"
320299,"Immunology not elsewhere classified","110799","Immunology not elsewhere classified"
320301,"Clinical Chemistry ","110302","Clinical Chemistry (diagnostics)"
320302,"Medical Biochemistry: Carbohydrates","110102","Medical Biochemistry: Carbohydrates"
320303,"Medical Biochemistry: Lipids ","110104p","Medical Biochemistry: Lipids "
320304,"Medical Biochemistry: Nucleic Acids","110105","Medical Biochemistry: Nucleic Acids"
320305,"Medical Biochemistry: Proteins and Peptides","110106","Medical Biochemistry: Proteins and Peptides (incl. Medical Proteomics)"
320306,"Medical Biochemistry: Phospholipids","110104p","Medical Biochemistry: Lipids "
320307,"Medical Biochemistry: Other","110101","Medical Biochemistry: Amino Acids and Metabolites"
320307,"Medical Biochemistry: Other","110103","Medical Biochemistry: Inorganic Elements and Compounds"
320307,"Medical Biochemistry: Other","110107","Metabolic Medicine"
320307,"Medical Biochemistry: Other","110199","Medical Biochemistry and Metabolomics not elsewhere classified"
320401,"Medical Bacteriology ","110801","Medical Bacteriology "
320402,"Medical Virology ","110804","Medical Virology "
"320403","Medical Infection Agents (incl. Prions)","110802","Medical Infection Agents (incl. Prions)"
320404,"Medical Mycology ","110899p","Medical Microbiology not elsewhere classified"
320405,"Medical Parasitology ","110803","Medical Parasitology "
320499,"Medical Microbiology not elsewhere classified","110303p","Clinical Microbiology"
320499,"Medical Microbiology not elsewhere classified","110899p","Medical Microbiology not elsewhere classified"
320501,"Pharmaceutical Sciences and Pharmacy","111503","Clinical Pharmacy and Pharmacy Practice"
320501,"Pharmaceutical Sciences and Pharmacy","111504","Pharmaceutical Sciences"
320502,"Basic Pharmacology ","110502p","Dental Therapeutics, Pharmacology and Toxicology "
320502,"Basic Pharmacology ","111501","Basic Pharmacology "
320503,"Clinical Pharmacology and Therapeutics","110502p","Dental Therapeutics, Pharmacology and Toxicology "
320503,"Clinical Pharmacology and Therapeutics","111502","Clinical Pharmacology and Therapeutics"
320504,"Toxicology (incl. Clinical Toxicology) ","110502p","Dental Therapeutics, Pharmacology and Toxicology "
320504,"Toxicology (incl. Clinical Toxicology) ","111506","Toxicology (incl. Clinical Toxicology) "
320599,"Pharmacology not elsewhere classified","111505","Pharmacogenomics"
320599,"Pharmacology not elsewhere classified","111599","Pharmacology and Pharmaceutical Sciences not elsewhere classified"
320601,"Human Biophysics ","111602","Human Biophysics "
320602,"Cell Physiology","111601","Cell Physiology"
320603,"Systems Physiology ","111603","Systems Physiology "
320699,"Medical Physiology not elsewhere classified","111699","Medical Physiology not elsewhere classified"
320701,"Autonomic Nervous System ","110901","Autonomic Nervous System "
320702,"Central Nervous System ","110903","Central Nervous System "
320703,"Peripheral Nervous System","110905","Peripheral Nervous System"
320704,"Cellular Nervous System","110902","Cellular Nervous System"
320705,"Sensory Systems","110906","Sensory Systems"
320799,"Neurosciences not elsewhere classified","110999","Neurosciences not elsewhere classified"
320801,"Oral Surgery ","110504p","Oral and Maxillofacial Surgery "
320802,"Dentistry Support","110599p","Dentistry not elsewhere classified "
320803,"Dental Technology","110501","Dental Materials and Equipment"
320804,"Dental Therapy ","110599p","Dentistry not elsewhere classified "
320899,"Dentistry not elsewhere classified ","110501p","Dental Materials and Equipment"
320899,"Dentistry not elsewhere classified ","110502p","Dental Therapeutics, Pharmacology and Toxicology "
320899,"Dentistry not elsewhere classified ","110503","Endodontics"
320899,"Dentistry not elsewhere classified ","110504p","Oral and Maxillofacial Surgery "
320899,"Dentistry not elsewhere classified ","110505p","Oral Medicine and Pathology"
320899,"Dentistry not elsewhere classified ","110506","Orthodontics and Dentofacial Orthopaedics"
320899,"Dentistry not elsewhere classified ","110507","Paedodontics"
320899,"Dentistry not elsewhere classified ","110508","Periodontics"
320899,"Dentistry not elsewhere classified ","110509","Special Needs Dentistry"
320899,"Dentistry not elsewhere classified ","110599p","Dentistry not elsewhere classified "
320901,"Optical Technology ","111302","Optical Technology "
320999,"Optometry not elsewhere classified","111399p","Ophthalmology and Optometry not elsewhere classified"
321001,"Anaesthesiology","110301","Anaesthesiology"
321002,"Dermatology","110304","Dermatology"
321003,"Cardiology (incl. Cardiovascular Diseases)","110201","Cardiology (incl. Cardiovascular Diseases)"
321004,"Endocrinology","110306","Endocrinology"
321005,"Foetal Development and Medicine","111401","Foetal Development and Medicine"
321006,"Gastroenterology and Hepatology","110307","Gastroenterology and Hepatology"
321007,"Geriatrics and Gerontology ","110308","Geriatrics and Gerontology "
321008,"Haematology","110202","Haematology"
321009,"Intensive Care ","110310","Intensive Care "
321010,"Infectious Diseases","110309","Infectious Diseases"
321011,"Medical Genetics ","110311","Medical Genetics (excl. Cancer Genetics)"
321011,"Medical Genetics ","111203p","Cancer Genetics"
321012,"Nephrology and Urology ","110312","Nephrology and Urology "
321013,"Neurology and Neuromuscular Diseases","110904","Neurology and Neuromuscular Diseases"
321014,"Obstetrics and Gynaecology ","111402","Obstetrics and Gynaecology "
321015,"Oncology and Carcinogenesis","111201","Cancer Cell Biology"
321015,"Oncology and Carcinogenesis","111202","Cancer Diagnosis"
321015,"Oncology and Carcinogenesis","111203p","Cancer Genetics"
321015,"Oncology and Carcinogenesis","111204","Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"
321015,"Oncology and Carcinogenesis","111205","Chemotherapy"
321015,"Oncology and Carcinogenesis","111206","Haematological Tumours"
321015,"Oncology and Carcinogenesis","111207","Molecular Targets"
321015,"Oncology and Carcinogenesis","111209","Solid Tumours"
321015,"Oncology and Carcinogenesis","111299","Oncology and Carcinogenesis not elsewhere classified"
321016,"Opthalmology and Vision Science","111301","Ophthalmology"
321016,"Opthalmology and Vision Science","111303","Vision Science"
321017,"Orthopaedics ","110314","Orthopaedics "
321018,"Otorhinolaryngology","110315","Otorhinolaryngology"
321019,"Paediatrics","111403","Paediatrics"
321020,"Pathology","110316","Pathology (excl. Oral Pathology)"
321020,"Pathology","110505p","Oral Medicine and Pathology"
321021,"Psychiatry ","110319p","Psychiatry (incl. Psychotherapy) "
321022,"Radiology and Organ Imaging","110320","Radiology and Organ Imaging"
321023,"Radiotherapy and Nuclear Medicine","110313","Nuclear Medicine"
321023,"Radiotherapy and Nuclear Medicine","111208","Radiation Therapy"
321024,"Rehabilitation and Therapy: Occupational and Physical","110317p","Physiotherapy"
321024,"Rehabilitation and Therapy: Occupational and Physical","110321p","Rehabilitation and Therapy (excl. Physiotherapy)"
321025,"Rehabilitation and Therapy: Hearing and Speech","110321p","Rehabilitation and Therapy (excl. Physiotherapy)"
321026,"Reproduction ","111404","Reproduction "
321027,"Respiratory Diseases ","110203","Respiratory Diseases "
321028,"Rheumatology and Arthritis ","110322","Rheumatology and Arthritis "
321029,"Surgery","110323","Surgery"
321030,"Venereology","110324","Venereology"
321099,"Clinical Sciences not elsewhere classified","110299","Cardiorespiratory Medicine and Haematology not elsewhere classified"
321099,"Clinical Sciences not elsewhere classified","110303p","Clinical Microbiology"
321099,"Clinical Sciences not elsewhere classified","110305","Emergency Medicine"
321099,"Clinical Sciences not elsewhere classified","110317p","Physiotherapy"
321099,"Clinical Sciences not elsewhere classified","110319p","Psychiatry (incl. Psychotherapy) "
321099,"Clinical Sciences not elsewhere classified","110399","Clinical Sciences not elsewhere classified"
321099,"Clinical Sciences not elsewhere classified","111399p","Ophthalmology and Optometry not elsewhere classified"
321099,"Clinical Sciences not elsewhere classified","111499","Paediatrics and Reproductive Medicine not elsewhere classified"
321101,"Midwifery","111006","Midwifery"
321102,"Clinical Nursing: Primary (Preventative) ","111002","Clinical Nursing: Primary (Preventative) "
321103,"Clinical Nursing: Secondary (Acute Care)","111003","Clinical Nursing: Secondary (Acute Care)"
321104,"Clinical Nursing: Tertiary (Rehabilitative)","111004","Clinical Nursing: Tertiary (Rehabilitative)"
321105,"Mental Health Nursing","111005","Mental Health Nursing"
321106,"Aged Care Nursing","111001","Aged Care Nursing"
321199,"Nursing not elsewhere classified ","111099","Nursing not elsewhere classified "
321201,"Environmental and Occupational Health and Safety","111705","Environmental and Occupational Health and Safety"
321202,"Epidemiology ","111706","Epidemiology "
321203,"Health Information Systems (incl. Surveillance)","111711","Health Information Systems (incl. Surveillance)"
321204,"Mental Health","111714","Mental Health"
321205,"Nutrition and Dietetics","111101","Clinical and Sports Nutrition"
321205,"Nutrition and Dietetics","111102","Dietetics and Nutrigenomics"
321205,"Nutrition and Dietetics","111103","Nutritional Physiology"
321205,"Nutrition and Dietetics","111104","Public Nutrition Intervention"
321205,"Nutrition and Dietetics","111199","Nutrition and Dietetics not elsewhere classified"
321206,"Preventive Medicine","111716","Preventive Medicine"
321207,"Indigenous Health","111701","Aboriginal and Torres Strait Islander Health"
321207,"Indigenous Health","111713","Māori Health"
321207,"Indigenous Health","111715","Pacific Peoples Health"
321208,"Primary Health Care","111717","Primary Health Care"
321209,"Family Care","111707","Family Care"
321210,"Community Child Health ","111704","Community Child Health "
321211,"Residential Client Care","111718","Residential Client Care"
321212,"Care for Disabled","111703","Care for Disabled"
321213,"Human Bioethics","220101p","Bioethics (human and animal)"
321213,"Human Bioethics","220106","Medical Ethics"
321214,"Health and Community Services","111708","Health and Community Services"
321215,"Health Care Administration ","111709","Health Care Administration "
321216,"Health Promotion ","111712","Health Promotion "
321217,"Health Counselling ","111710","Health Counselling "
321299,"Public Health and Health Services not elsewhere classified","111702","Aged Health Care"
321299,"Public Health and Health Services not elsewhere classified","111799","Public Health and Health Services not elsewhere classified"
321301,"Oriental Medicine and Treatments ","110404","Traditional Chinese Medicine and Treatments "
321302,"Chiropractic ","110401","Chiropractic "
321303,"Naturopathy","110402","Naturopathy"
321399,"Complementary/Alternative Medicine not elsewhere classified","110403","Traditional Aboriginal and Torres Strait Islander Medicine and Treatments"
321399,"Complementary/Alternative Medicine not elsewhere classified","110405","Traditional Māori Medicine and Treatments"
321399,"Complementary/Alternative Medicine not elsewhere classified","110499","Complementary and Alternative Medicine not elsewhere classified"
321401,"Exercise Physiology","110602","Exercise Physiology"
321402,"Biomechanics ","110601","Biomechanics "
321403,"Motor Control","110603","Motor Control"
321404,"Sport and Exercise Psychology","170114","Sport and Exercise Psychology"
321405,"Sports Medicine","110604","Sports Medicine"
321499,"Human Movement and Sports Science not elsewhere classified","110699","Human Movement and Sports Science not elsewhere classified"
329901,"Podiatry ","110318","Podiatry"
329902,"Medical Biotechnology","100401p","Gene and Molecular Therapy "
329902,"Medical Biotechnology","100402p","Medical Biotechnology Diagnostics (incl. Biosensors)"
329902,"Medical Biotechnology","100403p","Medical Molecular Engineering of Nucleic Acids and Proteins"
329902,"Medical Biotechnology","100404p","Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"
329902,"Medical Biotechnology","100499p","Medical Biotechnology not elsewhere classified"
329903,"Therapies and Therapeutic Technology","119999p","Medical and Health Sciences not elsewhere classified"
329999,"Medical and Health Sciences not elsewhere classified","119999p","Medical and Health Sciences not elsewhere classified"
330101,"Educational Psychology ","130309","Learning Sciences"
330102,"History and Philosophy of Education","220202","History and Philosophy of Education"
330103,"Sociology of Education ","160809","Sociology of Education "
330104,"Educational Policy, Administration and Management","130304p","Educational Administration, Management and Leadership"
330104,"Educational Policy, Administration and Management","160506","Education Policy"
330105,"Educational Counselling","130305","Educational Counselling"
330106,"Comparative Education","130302p","Comparative and Cross-Cultural Education"
330107,"Educational Technology and Media ","130306","Educational Technology and Computing"
330108,"Special Education","130312p","Special Education and Disability"
330109,"Assessment and Evaluation","130303","Education Assessment and Evaluation"
330199,"Education Studies not elsewhere classified ","130301","Aboriginal and Torres Strait Islander Education"
330199,"Education Studies not elsewhere classified ","130302p","Comparative and Cross-Cultural Education"
330199,"Education Studies not elsewhere classified ","130304p","Educational Administration, Management and Leadership"
330199,"Education Studies not elsewhere classified ","130307","Ethnic Education (excl. Aboriginal and Torres Strait Islander, Māori and Pacific Peoples)"
330199,"Education Studies not elsewhere classified ","130308","Gender, Sexuality and Education"
330199,"Education Studies not elsewhere classified ","130310","Māori Education (excl. Early Childhood and Primary Education)"
330199,"Education Studies not elsewhere classified ","130311","Pacific Peoples Education"
330199,"Education Studies not elsewhere classified ","130313p","Teacher Education and Professional Development of Educators"
330199,"Education Studies not elsewhere classified ","130399","Specialist Studies in Education not elsewhere classified"
330201,"Curriculum Studies: English Education","130204p","English and Literacy Curriculum and Pedagogy (excl. LOTE, ESL and TESOL)"
330201,"Curriculum Studies: English Education","130207p","LOTE, ESL and TESOL Curriculum and Pedagogy (excl. Māori)"
330202,"Curriculum Studies: Mathematics Education","130208p","Mathematics and Numeracy Curriculum and Pedagogy"
330203,"Curriculum Studies: Science Education","130212p","Science, Technology and Engineering Curriculum and Pedagogy"
330204,"Curriculum Studies: Economics, Commerce, Management and Services Education","130203p","Economics, Business and Management Curriculum and Pedagogy"
330204,"Curriculum Studies: Economics, Commerce, Management and Services Education","130213p","Vocational Education and Training Curriculum and Pedagogy"
330205,"Curriculum Studies: Other Social Sciences, Humanities and Arts Education ","130201p","Creative Arts, Media and Communication Curriculum and Pedagogy"
330205,"Curriculum Studies: Other Social Sciences, Humanities and Arts Education ","130205p","Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)"
330206,"Curriculum Theory and Development","130202p","Curriculum and Pedagogy Theory and Development"
330299,"Curriculum Studies not elsewhere classified","130201p","Creative Arts, Media and Communication Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130202p","Curriculum and Pedagogy Theory and Development"
330299,"Curriculum Studies not elsewhere classified","130203p","Economics, Business and Management Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130204p","English and Literacy Curriculum and Pedagogy (excl. LOTE, ESL and TESOL)"
330299,"Curriculum Studies not elsewhere classified","130205p","Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)"
330299,"Curriculum Studies not elsewhere classified","130206","Kōhanga Reo (Māori Language Curriculum and Pedagogy)"
330299,"Curriculum Studies not elsewhere classified","130207p","LOTE, ESL and TESOL Curriculum and Pedagogy (excl. Māori)"
330299,"Curriculum Studies not elsewhere classified","130208p","Mathematics and Numeracy Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130209p","Medicine, Nursing and Health Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130210","Physical Education and Development Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130211","Religion Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130212p","Science, Technology and Engineering Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130213p","Vocational Education and Training Curriculum and Pedagogy"
330299,"Curriculum Studies not elsewhere classified","130299","Curriculum and Pedagogy not elsewhere classified"
330301,"Teacher Education: Early Childhood ","130102p","Early Childhood Education (excl. Māori)"
330301,"Teacher Education: Early Childhood ","130107p","Te Whāriki (Māori Early Childhood Education)"
330301,"Teacher Education: Early Childhood ","130313p","Teacher Education and Professional Development of Educators"
330302,"Teacher Education: Primary ","130104p","Kura Kaupapa Māori (Māori Primary Education) "
330302,"Teacher Education: Primary ","130105p","Primary Education (excl. Māori)"
330302,"Teacher Education: Primary ","130313p","Teacher Education and Professional Development of Educators"
330303,"Teacher Education: Secondary ","130106p","Secondary Education"
330303,"Teacher Education: Secondary ","130313p","Teacher Education and Professional Development of Educators"
330304,"Teacher Education: Vocational Education and Training ","130101p","Continuing and Community Education"
330304,"Teacher Education: Vocational Education and Training ","130108p","Technical, Further and Workplace Education"
330304,"Teacher Education: Vocational Education and Training ","130313p","Teacher Education and Professional Development of Educators"
330305,"Teacher Education: Higher Education","130103p","Higher Education"
330305,"Teacher Education: Higher Education","130313p","Teacher Education and Professional Development of Educators"
330306,"Teacher Education: Special Education ","130312p","Special Education and Disability"
330306,"Teacher Education: Special Education ","130313p","Teacher Education and Professional Development of Educators"
330307,"Teacher Education: Nursing and Health","130209p","Medicine, Nursing and Health Curriculum and Pedagogy"
330307,"Teacher Education: Nursing and Health","130313p","Teacher Education and Professional Development of Educators"
330399,"Professional Development of Teachers not elsewhere classified","130199p","Education Systems not elsewhere classified"
330399,"Professional Development of Teachers not elsewhere classified","130313p","Teacher Education and Professional Development of Educators"
339999,"Other Education","130101p","Continuing and Community Education"
339999,"Other Education","130102p","Early Childhood Education (excl. Māori)"
339999,"Other Education","130103p","Higher Education"
339999,"Other Education","130104p","Kura Kaupapa Māori (Māori Primary Education) "
339999,"Other Education","130105p","Primary Education (excl. Māori)"
339999,"Other Education","130106p","Secondary Education"
339999,"Other Education","130107p","Te Whāriki (Māori Early Childhood Education)"
339999,"Other Education","130108p","Technical, Further and Workplace Education"
339999,"Other Education","130199p","Education Systems not elsewhere classified"
339999,"Other Education","139999","Education not elsewhere classified"
340101,"Microeconomic Theory ","140104","Microeconomic Theory "
340102,"Macroeconomic Theory ","140102","Macroeconomic Theory "
340103,"Mathematical Economics ","140103","Mathematical Economics "
340199,"Economic Theory not elsewhere classified ","140199","Economic Theory not elsewhere classified "
340201,"Agricultural Economics ","140201","Agricultural Economics "
340202,"Environment and Resource Economics ","140205","Environment and Resource Economics "
340203,"Finance Economics","140207","Financial Economics"
340204,"Health Economics ","140208","Health Economics "
340205,"Industry Economics and Industrial Organisation ","140209","Industry Economics and Industrial Organisation "
340206,"International Economics and International Finance","140210","International Economics and International Finance"
340207,"Labour Economics ","140211","Labour Economics "
340208,"Macroeconomics (incl. Monetary and Fiscal Theory)","140212","Macroeconomics (incl. Monetary and Fiscal Theory)"
"340209","Public Sector Economics","140213p","Public Economics- Public Choice"
340209,"Public Sector Economics","140214","Public Economics- Publically Provided Goods"
340209,"Public Sector Economics","140215","Public Economics- Taxation and Revenue"
340210,"Welfare Economics","140219","Welfare Economics"
340211,"Transport Economics","140217","Transport Economics"
340212,"Economic Geography ","160401","Economic Geography "
340213,"Economic Development and Growth","140202","Economic Development and Growth"
340214,"Urban and Regional Economics ","140218","Urban and Regional Economics "
340299,"Applied Economics not elsewhere classified ","140204","Economics of Education "
340299,"Applied Economics not elsewhere classified ","140206","Experimental Economics"
340299,"Applied Economics not elsewhere classified ","140299","Applied Economics not elsewhere classified "
340301,"Economic History ","140203","Economic History"
340302,"History of Economic Thought","140101","History of Economic Thought"
340401,"Economic Models and Forecasting","140303","Economic Models and Forecasting"
340402,"Econometric and Statistical Methods","140302","Econometric and Statistical Methods"
340403,"Time-Series Analysis ","140305","Time-Series Analysis "
340404,"Cross-Sectional Analysis ","140301","Cross-Sectional Analysis "
340405,"Panel Data Analysis","140304","Panel Data Analysis"
340499,"Econometrics not elsewhere classified","140399","Econometrics not elsewhere classified"
349901,"Political Economy","140213p","Public Economics- Public Choice"
349901,"Political Economy","149903","Heterodox Economics"
349902,"Comparative Economic Systems ","149901","Comparative Economic Systems "
349999,"Economics not elsewhere classified ","149902","Ecological Economics"
349999,"Economics not elsewhere classified ","149999","Economics not elsewhere classified "
350101,"Financial Accounting ","150103","Financial Accounting "
350102,"Management Accounting","150105","Management Accounting"
350103,"Auditing and Accountability","150102","Auditing and Accountability"
350104,"Taxation ","150107","Taxation Accounting "
350105,"Bookkeeping","150199p","Accounting, Auditing and Accountability not elsewhere classified"
350106,"International Accounting ","150104","International Accounting "
350107,"Other Accounting ","150101","Accounting Theory and Standards"
350107,"Other Accounting ","150106","Sustainability Accounting and Reporting"
350107,"Other Accounting ","150199p","Accounting, Auditing and Accountability not elsewhere classified"
350201,"Human Resources Management ","150305","Human Resources Management "
350202,"Business Information Systems (incl. Data Processing)","150302","Business Information Systems"
350203,"Industrial Relations ","150306","Industrial Relations "
350204,"Marketing and Market Research","150501","Consumer-Oriented Product or Service Development"
350204,"Marketing and Market Research","150502p","Marketing Communications"
350204,"Marketing and Market Research","150503","Marketing Management (incl. Strategy and Customer Relations)"
350204,"Marketing and Market Research","150504","Marketing Measurement"
350204,"Marketing and Market Research","150505","Marketing Research Methodology"
350204,"Marketing and Market Research","150506","Marketing Theory"
350204,"Marketing and Market Research","150507","Pricing (incl. Consumer Value Estimation)"
350204,"Marketing and Market Research","150599","Marketing not elsewhere classified"
350205,"Sales and Distribution ","150309","Logistics and Supply Chain Management"
350206,"Advertising and Public Relations ","150502p","Marketing Communications"
350207,"Office Services","150399p","Business and Management not elsewhere classified"
350208,"Organisational Planning and Management ","150312","Organisational Planning and Management "
350209,"Small Business Management","150314","Small Business Management"
350210,"Quality Management ","150313","Quality Management "
350211,"Innovation and Technology Management ","150307","Innovation and Technology Management "
350212,"International Business ","150308","International Business "
350213,"Electronic Commerce","150399p","Business and Management not elsewhere classified"
350299,"Business and Management not elsewhere classified","150301p","Business Information Management (incl. Records, Knowledge and Information Management, and Intelligence)"
